,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,funded_month, funded_quarter ,funded_year, raised_amount_usd ,Unnamed: 16
32027,/organization/hercutech,HercuTech,,,USA,AZ,Phoenix,Tempe,/funding-round/a0b1543bfbade41c302bf127ab4383c1,undisclosed,,2013-05-23,2013-05, 2013-Q2 ,2013.0," 275,000 ",
5316,/organization/aqua-pure,AQUA PURE,|Clean Technology|,Clean Technology,CAN,AB,Calgary,Calgary,/funding-round/18c6c2cdd2e7d4878226c665c524040d,debt_financing,,2014-01-13,2014-01, 2014-Q1 ,2014.0," 3,000,000 ",
26788,/organization/flud,Flud,|Social Media|News|Mobile|Enterprise Software|,Social Media,USA,CA,San Diego,San Diego,/funding-round/bbec354cf2b4d349b05b68f409639776,debt_financing,,2012-09-01,2012-09, 2012-Q3 ,2012.0," 1,100,000 ",
63145,/organization/beijing-secco-century-digital-technology-co-ltd,Secco Century Digital Technology,|News|,News,CHN,,Shenzhen,Shenzhen,/funding-round/86c34c50492d60fd0581b0a3904d8666,venture,B,2012-09-01,2012-09, 2012-Q3 ,2012.0,,
75217,/organization/tru-optik-data-corp,Tru Optik Data Corp,|Digital Media|Technology|Social Media|Cloud Computing|Real Time|Advertising|Entertainment|Media|Big Data|SaaS|Analytics|,Digital Media,USA,CT,Hartford,Stamford,/funding-round/98079446861359d3f75cb3f755777dda,seed,,2014-02-01,2014-02, 2014-Q1 ,2014.0," 250,000 ",
74431,/organization/traiana,Traiana,|Financial Services|Risk Management|Finance|,Financial Services,USA,NY,New York City,New York,/funding-round/24db60510789de5c49336efdf42d69b8,venture,D,2005-10-09,2005-10, 2005-Q4 ,2005.0," 15,000,000 ",
68910,/organization/starshooter,StarShooter,|Games|,Games,USA,DC,"Washington, D.C.",Washington,/funding-round/296c58d0b478edf1314748d05468729f,seed,,2011-11-09,2011-11, 2011-Q4 ,2011.0,,
1502,/organization/active-scaler,Active Scaler,|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,/funding-round/8dafa2bb1eef33b635df4a7d832dd983,seed,,2012-07-01,2012-07, 2012-Q3 ,2012.0," 28,000 ",
48132,/organization/navabi,navabi,|Retail|E-Commerce|Fashion|,Retail,DEU,,Aachen,Aachen,/funding-round/16a60b3c4a29f61eadcb188df8c438ce,seed,,2010-08-01,2010-08, 2010-Q3 ,2010.0," 814,250 ",
2191,/organization/advanced-manufacturing-control-systems,Advanced Manufacturing Control Systems,|Software|Hardware + Software|,Software,,,,,/funding-round/1b46a55bda20920090e8b872ab0f6394,debt_financing,,2014-07-02,2014-07, 2014-Q3 ,2014.0," 11,282,874 ",
11708,/organization/buzzmove,Buzzmove,|Curated Web|,Curated Web,GBR,,London,London,/funding-round/ac4f685ae95d7984dec93f126b8b78a0,seed,,2014-03-04,2014-03, 2014-Q1 ,2014.0," 650,000 ",
76313,/organization/unigene-laboratories,Unigene Laboratories,|Biotechnology|,Biotechnology,USA,NJ,Newark,Boonton,/funding-round/e3ea9df4aedddebbfbf3181580be3d87,debt_financing,,2010-03-29,2010-03, 2010-Q1 ,2010.0," 19,400,000 ",
40460,/organization/liazon,Liazon,|Employer Benefits Programs|Health and Insurance|Insurance|Enterprise Software|,Health and Insurance,USA,NY,Buffalo,Buffalo,/funding-round/8e0484e584723b10ef24217a34c5705e,venture,D,2012-04-24,2012-04, 2012-Q2 ,2012.0," 18,200,000 ",
36845,/organization/ivydate,IvyDate,|Social Media|,Social Media,USA,NY,New York City,New York,/funding-round/12d48466ed80755c4fd7f33dd59b8f56,venture,A,2012-06-01,2012-06, 2012-Q2 ,2012.0," 1,450,000 ",
57614,/organization/pufferfish,Pufferfish,|News|,News,GBR,,Edinburgh,Edinburgh,/funding-round/a004d6013b52549d73740421017ebff1,venture,,2009-02-23,2009-02, 2009-Q1 ,2009.0," 630,000 ",
48440,/organization/neonode,Neonode,|Hardware + Software|,Hardware + Software,SWE,,Stockholm,Stockholm,/funding-round/f9af40b2fc6e43057171a2b8fa53ddb4,debt_financing,,2011-05-03,2011-05, 2011-Q2 ,2011.0," 1,790,000 ",
62757,/organization/sciaps,SciAps,|Hardware + Software|,Hardware + Software,USA,MA,Boston,Woburn,/funding-round/85abc9788843ab6fe0a454cedbae6c20,venture,,2013-11-21,2013-11, 2013-Q4 ,2013.0," 2,500,000 ",
68213,/organization/nanosatisfi,Spire,|Robotics|Aerospace|Software|,Robotics,USA,CA,SF Bay Area,San Francisco,/funding-round/fedeb2b2e28c5d70e6c96a9bd9efeec0,product_crowdfunding,,2012-07-14,2012-07, 2012-Q3 ,2012.0," 100,000 ",
603,/organization/6th-sense-analytics,6th Sense Analytics,|Software|,Software,USA,NC,Raleigh,Morrisville,/funding-round/cd61853ebd84ed7b88961476c709d839,venture,A,2007-01-31,2007-01, 2007-Q1 ,2007.0," 5,000,000 ",
45421,/organization/mirics-semiconductor,Mirics Semiconductor,|Semiconductors|,Semiconductors,,,,,/funding-round/4ca6cea2e27ba9023a459575ce652df3,venture,,2011-05-25,2011-05, 2011-Q2 ,2011.0," 18,048,106 ",
16002,/organization/cohealo,Cohealo,|Health Care|Health and Wellness|,Health and Wellness,USA,MA,Boston,Boston,/funding-round/bb8418b4610a87dd03184786e5c87077,debt_financing,,2014-09-26,2014-09, 2014-Q3 ,2014.0," 3,100,000 ",
20371,/organization/digital-theatre,Digital Theatre,|Games|,Games,GBR,,London,London,/funding-round/c61a72a37b775962d7504725f3243814,undisclosed,,2013-01-14,2013-01, 2013-Q1 ,2013.0," 1,203,771 ",
78907,/organization/vivifi,ViViFi,,,EGY,,Cairo,Gîza,/funding-round/5046446f6b3ff2eff8c60343d3d6227a,venture,,2014-01-29,2014-01, 2014-Q1 ,2014.0," 70,000 ",
59840,/organization/reflux-medical,Reflux Medical,|Health Care|,Health Care,AUT,,Vienna,Vienna,/funding-round/9791268d7662e9819ffc0e9e0e9daa06,undisclosed,,2012-07-17,2012-07, 2012-Q3 ,2012.0,,
56253,/organization/powerset,Powerset,|Search|,Search,USA,CA,SF Bay Area,San Francisco,/funding-round/d3a4df4065528ea349981733c2cec396,venture,A,2007-06-01,2007-06, 2007-Q2 ,2007.0," 12,500,000 ",
79158,/organization/volubill,VoluBill,|Software|,Software,MAF,,MAF - Other,Marigot,/funding-round/8838e52c7a09db8caca7ca2d7563c424,venture,C,2005-01-17,2005-01, 2005-Q1 ,2005.0," 14,380,000 ",
48817,/organization/neurelis,Neurelis,|Biotechnology|,Biotechnology,USA,CA,San Diego,Encinitas,/funding-round/c65e56aed46a42185603ec8dd7139fbf,debt_financing,,2011-10-03,2011-10, 2011-Q4 ,2011.0," 1,083,950 ",
19150,/organization/databraid,Databraid,|Software|,Software,USA,RI,Providence,Providence,/funding-round/773b159e1228ae7d386d134af5947c89,seed,,2010-06-01,2010-06, 2010-Q2 ,2010.0," 20,000 ",
60361,/organization/business-propulsion-systems,Resolver,|Software|,Software,CAN,ON,Toronto,Toronto,/funding-round/bf4076229606fc01428553232244bfd8,venture,,2006-10-04,2006-10, 2006-Q4 ,2006.0," 4,430,000 ",
64767,/organization/shoutitout,Shoutitout,|Twitter Applications|MicroBlogging|Curated Web|,MicroBlogging,USA,NC,Raleigh,Henderson,/funding-round/7dc61b996b69b0d0b52273e270cb5947,venture,A,2011-05-14,2011-05, 2011-Q2 ,2011.0," 400,000 ",
13943,/organization/chauf4u,Chauf4U,|Finance|,Finance,USA,NY,New York City,Bronx,/funding-round/4fad073cf2b566a09e50a59a0b0ae20a,equity_crowdfunding,,2014-10-27,2014-10, 2014-Q4 ,2014.0,,
6678,/organization/authy-inc,Authy,|Security|,Security,USA,CA,SF Bay Area,San Francisco,/funding-round/6539f563470f4ace202d98fe1a04fdc7,seed,,2014-09-08,2014-09, 2014-Q3 ,2014.0," 3,000,000 ",
69845,/organization/sulfurcell,SulfurCell,|Clean Technology|,Clean Technology,DEU,,Berlin,Berlin,/funding-round/aaf2a00b2feaab73218ae839aa770193,private_equity,,2011-01-24,2011-01, 2011-Q1 ,2011.0," 25,000,000 ",
34542,/organization/winedirect-2,Inertia Beverage Group,|Wine And Spirits|Software|,Software,USA,CA,Napa Valley,Napa,/funding-round/8ae04c0fd27cadb0e0de737789a38080,venture,B,2007-04-02,2007-04, 2007-Q2 ,2007.0," 8,000,000 ",
19122,/organization/data-design-corp,Data Design Corp,|Hardware + Software|,Hardware + Software,USA,MD,"Washington, D.C.",Rockville,/funding-round/5f9c2cac0c2413b0c63bb618086be385,venture,,2014-02-06,2014-02, 2014-Q1 ,2014.0," 15,000,000 ",
20409,/organization/digitiliti,Digitiliti,|Ediscovery|Collaboration|SaaS|Content|Cloud Computing|Flash Storage|Enterprise Software|,Ediscovery,USA,MN,Minneapolis,Saint Paul,/funding-round/89db9c5701f4be64978a4ab85560b964,venture,,2010-11-18,2010-11, 2010-Q4 ,2010.0," 420,000 ",
918,/organization/abiquo-group,Abiquo Group,|Cloud Infrastructure|Cloud Computing|Software|,Cloud Infrastructure,USA,CA,SF Bay Area,Redwood City,/funding-round/a19ca8c983b4f02db122dc200b2be780,venture,,2010-12-09,2010-12, 2010-Q4 ,2010.0," 6,372,177 ",
30349,/organization/green-momit,Green Momit,|Clean Energy|Technology|Enterprise Software|,Technology,ESP,,Madrid,Madrid,/funding-round/c0e34d0763c69f789576a31daecd8bb9,seed,,2013-05-01,2013-05, 2013-Q2 ,2013.0," 52,547 ",
28571,/organization/genesis-operating-system,Genesis Operating System,|Software|,Software,ISR,,Tel Aviv,Tel Aviv,/funding-round/bf13e45e43159289221ccf3dd612a7c4,venture,,2005-06-10,2005-06, 2005-Q2 ,2005.0," 500,000 ",
71209,/organization/talksession,TalkSession,|Health Care|,Health Care,USA,NY,New York City,New York,/funding-round/64c5b71a91b9554f75988bcf27299d70,angel,,2013-04-04,2013-04, 2013-Q2 ,2013.0,,
47482,/organization/myntra,Myntra,|E-Commerce|,E-Commerce,IND,,Bangalore,Bangalore,/funding-round/b39cd96ddb36b2e918fe8ea9fd25f1a7,venture,,2013-05-31,2013-05, 2013-Q2 ,2013.0," 25,000,000 ",
17684,/organization/cozy-queen,Cozy Queen,|E-Commerce|,E-Commerce,,,,,/funding-round/83ede304f46fa74d42d932cdbfdd2645,venture,B,2012-04-01,2012-04, 2012-Q2 ,2012.0,,
11252,/organization/broadcastr,Broadcastr,|iPhone|Wireless|Android|Maps|Consumer Electronics|Gps|Reviews and Recommendations|Journalism|Video Streaming|Content|Parenting|Audio|Location Based Services|Social Media|Mobile|,Parenting,USA,NY,New York City,Brooklyn,/funding-round/4f945985517b04f768afbc6c7633bb11,venture,,2012-12-10,2012-12, 2012-Q4 ,2012.0," 2,574,556 ",
64185,/organization/shaker,Shaker,|Natural Resources|Real Time|Social Media|,Natural Resources,ISR,,ISR - Other,,/funding-round/212eb8f4415beaf1c1f445a78505ec5a,angel,,2011-03-01,2011-03, 2011-Q1 ,2011.0," 2,000,000 ",
74474,/organization/tranquilmed,TranquilMed,|Biotechnology|,Biotechnology,USA,UT,Salt Lake City,Provo,/funding-round/b3d1435defc60740d03971ba313323e7,grant,,2010-04-05,2010-04, 2010-Q2 ,2010.0," 27,000 ",
64078,/organization/setobject,setObject,|Advertising|Mobile|Real Estate|,Mobile,USA,CA,SF Bay Area,San Francisco,/funding-round/5dacd4ea6d9776a41f5b6c017a211969,angel,,2012-09-11,2012-09, 2012-Q3 ,2012.0," 1,000 ",
50674,/organization/octoshape,Octoshape,|Hardware + Software|,Hardware + Software,DNK,,Copenhagen,Copenhagen,/funding-round/e24fd7d09aaa15a87d1a4656961652a6,venture,,2010-06-11,2010-06, 2010-Q2 ,2010.0," 4,840,000 ",
56125,/organization/aiderss,PostRank,|Test and Measurement|Social Media|Analytics|,Analytics,CAN,ON,Toronto,Waterloo,/funding-round/fc54b9e32306cec4c9549eba2ced6044,undisclosed,,2009-01-06,2009-01, 2009-Q1 ,2009.0,,
35884,/organization/intica-biomedical,INTICA Biomedical,|Biotechnology|,Biotechnology,USA,MA,Boston,Lexington,/funding-round/8efcf8653aa89699c01ecfd32ac2ecc1,debt_financing,,2012-03-15,2012-03, 2012-Q1 ,2012.0," 640,000 ",
10717,/organization/brain-sentry,Brain Sentry,|Hardware + Software|,Hardware + Software,USA,MD,"Washington, D.C.",Bethesda,/funding-round/dce8391ee90ce58399c1db799b1d4d9a,convertible_note,,2012-04-05,2012-04, 2012-Q2 ,2012.0," 25,000 ",
46919,/organization/msa-management,MSA Management,|Health and Wellness|,Health and Wellness,USA,OH,"Columbus, Ohio",Columbus,/funding-round/96d5a4ab05e77d2fc037dbdb46b965bf,venture,,2010-07-08,2010-07, 2010-Q3 ,2010.0," 2,175,000 ",
20704,/organization/divx,DivX,|Video|Software|,Software,USA,CA,San Diego,San Diego,/funding-round/30c128ae2558d2f6e7d798490ca34ebf,venture,A,2000-09-01,2000-09, 2000-Q3 ,2000.0," 5,000,000 ",
53822,/organization/peek-co,Peek,|Electronics|Messaging|Chat|Email|Apps|Cloud Computing|Mobile|,Mobile,USA,NY,New York City,New York,/funding-round/2ad1398f831a040ab0175012e064ac62,venture,,2009-04-30,2009-04, 2009-Q2 ,2009.0," 4,950,000 ",
77854,/organization/vesocclude-medical,Vesocclude Medical,|Biotechnology|,Biotechnology,USA,NC,Raleigh,Raleigh,/funding-round/6444b8b8848df65e2e86bd3ed2142dc4,venture,,2011-10-25,2011-10, 2011-Q4 ,2011.0," 1,515,615 ",
21398,/organization/dropbox,Dropbox,|Cloud Data Services|Storage|Web Hosting|,Cloud Data Services,USA,CA,SF Bay Area,San Francisco,/funding-round/c71ac91426570e91385d5961356e2f0d,venture,C,2014-01-24,2014-01, 2014-Q1 ,2014.0," 350,000,000 ",
13981,/organization/cheetah-medical,Cheetah Medical,|Medical Devices|Biotechnology|,Biotechnology,USA,MA,Boston,Newton Center,/funding-round/80f77805b036d0c2bef4c287c5612f21,venture,C,2014-06-06,2014-06, 2014-Q2 ,2014.0," 5,000,000 ",
43441,/organization/maxscend-technologies,Maxscend Technologies,|Manufacturing|,Manufacturing,CHN,,Shanghai,Shanghai,/funding-round/76ec89f7333dba0f501233d662867c1f,venture,A,2006-10-01,2006-10, 2006-Q4 ,2006.0," 3,000,000 ",
65126,/organization/silicon-genesis,Silicon Genesis,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,San Jose,/funding-round/a25da0a8e48e9e5ccf3ffa429b89ec25,venture,A,2007-08-08,2007-08, 2007-Q3 ,2007.0," 23,000,000 ",
40269,/organization/lenet,Lenet,|E-Commerce|,E-Commerce,,,,,/funding-round/88cd3373297ab1edb86b68a921995418,venture,,2013-08-29,2013-08, 2013-Q3 ,2013.0," 3,000,000 ",
76470,/organization/university-of-maryland,University of Maryland,|Education|,Education,USA,MD,"Washington, D.C.",College Park,/funding-round/8bb0b5b30c8a3b3189661254851cd332,grant,,2013-09-17,2013-09, 2013-Q3 ,2013.0," 750,000,000 ",
36079,/organization/investment-underground,Investment Underground,|Human Resources|Content|News|,News,USA,NY,New York City,New York,/funding-round/2ecc8e7d07b00c09a51ca3432687e4a4,seed,,2012-01-06,2012-01, 2012-Q1 ,2012.0," 50,000 ",
51001,/organization/omgpop,OMGPOP,|Auctions|Online Dating|Games|,Auctions,USA,NY,New York City,New York,/funding-round/0562f1482a535440fc2648f20a266396,venture,A,2008-06-26,2008-06, 2008-Q2 ,2008.0," 1,500,000 ",
18245,/organization/cryoport,Cryoport,|Shipping|Clinical Trials|Bio-Pharm|,Bio-Pharm,USA,CA,Anaheim,Lake Forest,/funding-round/723d6076b066d9ea1b593150467d89c0,venture,,2011-02-24,2011-02, 2011-Q1 ,2011.0," 9,353,462 ",
28685,/organization/genomoncology,GenomOncology,|Analytics|,Analytics,USA,OH,Cleveland,Westlake,/funding-round/d248e73a06b95258d64eea366b6e863a,venture,,2012-05-09,2012-05, 2012-Q2 ,2012.0," 1,250,000 ",
23128,/organization/enclara-health,Enclara Health,|Biotechnology|,Biotechnology,,,,,/funding-round/1b02b347dc15df8591e42641c3120e48,debt_financing,,2010-04-06,2010-04, 2010-Q2 ,2010.0," 2,021,005 ",
3065,/organization/akiban,Akiban Technologies,|Enterprise Software|,Enterprise Software,USA,MA,Boston,Boston,/funding-round/65f8abdddabdb11e3f4afd51229d5848,venture,,2011-04-07,2011-04, 2011-Q2 ,2011.0," 3,200,000 ",
21727,/organization/e27,e27,|Startups|News|,Startups,SGP,,Singapore,Singapore,/funding-round/eaa5ab4157f0712ce5a3def69c15ce51,venture,,2013-02-13,2013-02, 2013-Q1 ,2013.0," 615,000 ",
54970,/organization/piper,Piper,|SaaS|Technology|Software|,Software,USA,DC,"Washington, D.C.",Washington,/funding-round/d972a40c7999776b46758a2b95fd2fae,seed,,2013-05-01,2013-05, 2013-Q2 ,2013.0,,
62119,/organization/salesvu,SalesVu,|Social Media Marketing|Sales and Marketing|Cloud Computing|SaaS|Point of Sale|Mobile Payments|Mobile|iPhone|Software|,Cloud Computing,USA,TX,Austin,Round Rock,/funding-round/e43b9fe844393043379e05e495d973ac,angel,,2011-11-14,2011-11, 2011-Q4 ,2011.0," 600,000 ",
76745,/organization/urbster,Urbster,|Mobile|Messaging|Curated Web|,Mobile,,,,,/funding-round/e03cdda6a4c94b06384fad7ee1e75680,seed,,2010-08-01,2010-08, 2010-Q3 ,2010.0,,
29271,/organization/glasses-direct,Glasses Direct,|E-Commerce|,E-Commerce,,,,,/funding-round/c7de1ea80aa3e54af538c00289bb0fc0,venture,B,2009-04-21,2009-04, 2009-Q2 ,2009.0," 14,553,229 ",
5272,/organization/apsmart,Apsmart,|Mobile|,Mobile,,,,,/funding-round/b2156548111027dd5938588da30f154b,venture,A,2009-12-01,2009-12, 2009-Q4 ,2009.0,,
8557,/organization/bettyvision,Bettyvision,|Social Network Media|Networking|Training|Women|Curated Web|,Social Network Media,USA,CA,Los Angeles,Santa Monica,/funding-round/9607475e52d256440f7f5d93a974fde3,seed,,2012-09-01,2012-09, 2012-Q3 ,2012.0," 100,000 ",
3512,/organization/alltech-medical-systems,Alltech Medical Systems,|Health Care|,Health Care,CHN,,Chengdu,Chengdu,/funding-round/ce130d1b64565f82870eccdeb59d22fb,venture,C,2010-07-01,2010-07, 2010-Q3 ,2010.0," 1,599,285 ",
9335,/organization/biscotti,Biscotti,|Television|Video|Hardware + Software|,Television,USA,TX,Dallas,Mckinney,/funding-round/c0f4416e69592366dd07cf7c8e1167fc,venture,,2012-08-23,2012-08, 2012-Q3 ,2012.0," 2,008,260 ",
57610,/organization/puentes-company,Puentes Company,|Curated Web|,Curated Web,USA,FL,Miami,Coral Gables,/funding-round/eb01501f1c042b19921c355f428d7743,debt_financing,,2013-01-31,2013-01, 2013-Q1 ,2013.0," 100,000 ",
15769,/organization/coco-communications,Coco Communications,|Public Relations|,Public Relations,GBR,,London,London,/funding-round/8e65992eb9bda0e324e25351ff7fbd64,debt_financing,,2011-01-26,2011-01, 2011-Q1 ,2011.0," 2,629,792 ",
81483,/organization/wurl,Wurl,|Media|Internet|Video Streaming|Video|Enterprise Software|,Media,USA,CA,SF Bay Area,Palo Alto,/funding-round/a079e6e08a93fea5cc82595c4cdb590b,seed,,2009-01-01,2009-01, 2009-Q1 ,2009.0," 4,500,000 ",
63637,/organization/sendme,SendMe,|Mobile|,Mobile,USA,CA,SF Bay Area,San Francisco,/funding-round/d65f36a473972d91b29d2a80dba5304a,venture,A,2006-06-01,2006-06, 2006-Q2 ,2006.0," 1,500,000 ",
57356,/organization/proteus-biomedical,Proteus Digital Health,|Health Care|Sales and Marketing|Mobile|Software|,Health Care,USA,CA,SF Bay Area,Redwood City,/funding-round/a0928eff66ba167fb0d8bcfa87697749,venture,D,2008-07-10,2008-07, 2008-Q3 ,2008.0,,
68241,/organization/splashcast,SplashCast,|Social Media|Television|Video|Advertising|,Advertising,,,,,/funding-round/a6d9f81d0c74673e3b434a55852e3816,venture,A,2008-03-20,2008-03, 2008-Q1 ,2008.0," 4,000,000 ",
42216,/organization/lumus,Lumus,|Technology|Hardware + Software|,Technology,ISR,,Tel Aviv,Rehovot,/funding-round/755844e7dd5f91575d5e74b93a62e4df,undisclosed,,2012-02-07,2012-02, 2012-Q1 ,2012.0,,
82816,/organization/zannel,Zannel,|Social Network Media|Messaging|,Messaging,USA,CA,SF Bay Area,San Francisco,/funding-round/85a3f2ae2643a7605adcd2d4c73f8f0f,venture,A,2006-10-04,2006-10, 2006-Q4 ,2006.0," 6,000,000 ",
11014,/organization/bridge-semiconductor,Bridge Semiconductor,|Semiconductors|,Semiconductors,USA,PA,Pittsburgh,Pittsburgh,/funding-round/ce6f02d70a76738491cd9e1047de91f6,venture,,2011-07-06,2011-07, 2011-Q3 ,2011.0," 1,647,151 ",
32971,/organization/hummingbird-mobile-dental,Hummingbird Mobile Dental,|Medical|,Medical,USA,TX,Dallas,Dallas,/funding-round/eaa9f1a14dd480f466550a7678a339e0,equity_crowdfunding,,2014-05-15,2014-05, 2014-Q2 ,2014.0,,
62154,/organization/salunda,Salunda,|Clean Technology|,Clean Technology,GBR,,GBR - Other,Bicester,/funding-round/26bc5192f1217447fbeb07f82dfacfaa,venture,B,2014-11-10,2014-11, 2014-Q4 ,2014.0," 1,586,185 ",
3679,/organization/alteryx,"Alteryx, Inc.",|Predictive Analytics|Data Integration|Analytics|,Data Integration,USA,CA,Anaheim,Irvine,/funding-round/9aaa0e6616a1d8e14be59e1798611c0f,venture,B,2014-10-06,2014-10, 2014-Q4 ,2014.0," 60,000,000 ",
20303,/organization/verdasys,Digital Guardian,|Enterprise Software|,Enterprise Software,USA,MA,Boston,Waltham,/funding-round/a270e08d5a54ad44288c23b11228a6ee,venture,C,2005-06-01,2005-06, 2005-Q2 ,2005.0," 20,900,000 ",
26402,/organization/fixmo,Fixmo,|Security|,Security,CAN,ON,Toronto,Toronto,/funding-round/808510f32857b28a595710175b2d7113,venture,,2010-02-01,2010-02, 2010-Q1 ,2010.0," 1,500,000 ",
81262,/organization/webfilings,Workiva,|Software|,Software,USA,IA,Des Moines,Ames,/funding-round/a72c8405ab19055a823168b28b026c6c,debt_financing,,2009-12-18,2009-12, 2009-Q4 ,2009.0," 1,600,000 ",
82591,/organization/yoursphere-media,Yoursphere Media,|Software|,Software,USA,CA,Sacramento,Davis,/funding-round/759b98ca5611df5489dcd173c73ea8a9,seed,,2011-09-06,2011-09, 2011-Q3 ,2011.0," 1,500,000 ",
38778,/organization/kivun-hadash,Kivun Hadash,,,ISR,,Tel Aviv,Jerusalem,/funding-round/afad8665193acffc5bff829002457531,venture,A,2012-12-23,2012-12, 2012-Q4 ,2012.0," 550,000 ",
29627,/organization/gmr-group,GMR Group,|Consulting|,Consulting,IND,,Bangalore,Bangalore,/funding-round/2dd7e434bec51246cfeb36cb5e756a58,debt_financing,,2014-01-27,2014-01, 2014-Q1 ,2014.0," 398,350,000 ",
15382,/organization/cloud-sustainability,Cloud Sustainability,,,GBR,,London,London,/funding-round/3a81956678063bcf3fec55be80014a70,venture,B,2013-08-08,2013-08, 2013-Q3 ,2013.0,,
19500,/organization/decawave,DecaWave,|RFID|Semiconductors|,Semiconductors,IRL,,Dublin,Dublin,/funding-round/bd35b0644ed8a3471f0d9b31d4a19968,seed,,2008-08-01,2008-08, 2008-Q3 ,2008.0," 389,350 ",
56599,/organization/prevently,Prevently,|Mobile Health|Health Care|Health and Wellness|,Health and Wellness,USA,MA,Boston,Cambridge,/funding-round/f89cdfba6e4193ddc0918d77a9655b4a,venture,A,2013-12-17,2013-12, 2013-Q4 ,2013.0," 168,000 ",
51406,/organization/onit,Onit,|Software|,Software,USA,TX,Houston,Houston,/funding-round/d66a2193fda0eaf2d49bb7a4b3bca2eb,venture,B,2012-01-17,2012-01, 2012-Q1 ,2012.0," 4,100,000 ",
